air,omega,pr_wtr,pres,rhum,uwnd,vwnd,WVHT,WVHT_6h,WVHT_ord_6h
285.441964,-0.152301,32.567576,97819.22458,97.626054,-5.948566,12.624175,3.19,3.91,D
286.105571,-0.268657,29.58886,97782.033022,95.764646,-0.37787,13.175431,3.91,3.17,D
286.006624,-0.092452,21.697565,97859.279164,94.462492,3.646642,7.226286,3.17,2.85,D
283.983832,-0.362956,16.365243,98275.120028,92.336033,4.054766,3.529321,2.85,2.91,D
282.874542,-0.203633,11.913892,98490.006433,88.996467,4.141647,4.442362,2.91,2.56,C
282.534147,-0.27382,13.678353,98690.217731,88.465089,2.354165,6.431557,2.56,2.59,C
284.088785,-0.119125,15.712033,98527.609323,87.914666,2.361471,8.366139,2.59,2.97,D
283.589779,-0.291079,22.077926,98465.413873,91.992588,3.635072,7.971714,2.97,3.04,D
283.764684,-0.290257,24.063605,98296.640055,98.081635,1.531425,7.221223,3.04,3.58,D
284.679762,-0.41648,28.686967,97846.975169,97.684805,2.533903,12.430158,3.58,4.13,E
285.091636,-0.506906,21.186908,97441.5958,94.636102,7.368583,10.635289,4.13,3.92,D
283.350947,-0.229978,15.068467,97649.756343,91.343957,7.973614,0.831347,3.92,3.86,D
282.530633,-0.213643,10.841057,97995.081679,80.050866,5.19323,-0.541142,3.86,3.64,D
281.076497,-0.215578,12.557673,98393.042218,86.017124,3.997686,0.36471,3.64,3.48,D
282.094778,-0.106291,12.363282,98363.832986,80.511398,2.114096,1.808974,3.48,3.14,D
281.866078,-0.005819,12.954723,98396.26718,81.522046,-0.587508,-1.142523,3.14,2.78,D
280.658206,0.077388,10.928644,98370.454637,86.720296,-0.612663,-4.297935,2.78,2.41,C
280.756162,0.136622,9.873667,98598.323409,83.788208,1.487438,-5.435904,2.41,2.74,D
281.469763,0.126564,9.944364,98655.856959,81.833378,2.499593,-6.883262,2.74,2.3,C
281.498186,0.044876,9.493032,98987.066625,80.859999,-0.022526,-3.569426,2.3,2.14,C
279.262624,0.093754,8.483399,99147.500774,89.967452,-0.28202,-3.413606,2.14,1.97,B
281.314001,0.1343,8.971657,99404.187272,80.516554,-0.341384,-2.640903,1.97,1.89,B
282.765619,0.157158,8.729521,99420.547905,78.63253,1.411264,-4.399462,1.89,2.0,B
282.103525,0.114501,9.982962,99471.341593,82.225691,0.628234,-3.402803,2.0,1.72,B
280.640148,0.061221,10.324213,99427.424845,87.158417,-0.427667,-2.180668,1.72,1.45,B
280.886179,0.145781,13.060155,99459.950942,87.616722,0.944569,-1.792397,1.45,1.43,B
281.304926,0.023073,14.417848,99266.606838,88.238093,2.746078,-2.619927,1.43,1.38,B
280.883495,0.023687,18.185932,99264.966097,90.276644,0.930062,-1.630626,1.38,1.38,B
281.226619,0.071213,17.021794,99162.512856,89.344391,0.372011,-1.476571,1.38,1.39,B
280.797922,0.089979,16.155323,99274.106769,91.334547,-1.054194,-1.000984,1.39,1.71,B
282.088271,-0.059459,12.206205,99161.569172,86.367913,1.402643,-2.793431,1.71,2.52,C
281.71832,0.216578,9.365785,99269.5301,84.489893,-0.352445,-1.492493,2.52,3.24,D
281.934303,0.132373,9.260543,99203.987084,81.989016,-1.771027,-2.376443,3.24,2.59,C
281.959276,0.024082,13.855415,99302.024177,82.612677,-0.874626,-1.008279,2.59,2.56,C
283.797291,0.022134,13.72838,99084.238828,76.552815,0.628395,-0.661177,2.56,2.05,B
282.546977,0.004776,15.196841,99125.003181,81.546685,-0.257829,0.44034,2.05,1.6,B
281.821054,0.046967,15.091953,98871.367512,83.634451,-2.023888,1.016897,1.6,1.67,B
282.360572,0.009748,19.041202,98986.016593,81.903711,-2.423442,3.894575,1.67,2.69,D
281.420244,0.013501,23.122408,98796.921485,91.310693,-2.040958,6.351592,2.69,3.14,D
283.187638,0.001607,29.546715,98718.467097,84.234881,-4.402297,8.838064,3.14,3.66,D
284.433029,-0.149718,27.032694,98429.979087,81.450216,-4.405974,11.084943,3.66,3.86,D
283.205079,-0.046436,30.847864,97936.808169,98.251635,-5.631246,13.080623,3.86,5.53,E
284.088922,-0.115714,22.302077,97429.822709,94.361851,1.415706,8.894488,5.53,3.81,D
282.753868,-0.271004,14.452748,97777.594514,90.617404,5.05201,2.902191,3.81,4.38,E
282.919484,-0.107545,14.714822,97912.464791,90.887737,3.912227,3.477756,4.38,4.49,E
283.130282,-0.238824,14.756752,98120.543359,88.784329,3.645316,2.166891,4.49,4.18,E
283.380287,-0.078047,13.690058,97858.731713,84.447657,3.087487,4.939124,4.18,4.59,E
283.314321,-0.205128,19.9548,97223.26018,89.067912,-2.505605,11.567793,4.59,5.67,E
283.986389,-0.131434,15.293839,96255.210322,82.033406,1.996473,6.468789,5.67,4.92,E
282.689609,-0.141322,12.083455,96322.012416,83.865799,5.895568,3.003569,4.92,4.94,E
282.632587,-0.178978,12.006231,96254.316441,80.384263,7.527456,2.151408,4.94,6.51,E
281.600597,-0.203965,13.162561,96717.11821,87.747225,7.77753,2.450085,6.51,8.06,E
282.101546,-0.236478,15.25713,97152.791921,87.199902,9.255368,1.582526,8.06,8.51,E
281.750574,-0.171485,14.117069,97838.314081,90.219253,6.718385,3.550898,8.51,8.88,E
281.782188,-0.211786,15.747703,97765.219192,92.048868,-4.109649,8.727307,8.88,5.81,E
282.303436,0.035759,19.583544,97365.118212,91.196495,-6.291528,13.629422,5.81,5.87,E
281.973562,-0.082517,13.333166,97326.760769,86.677558,4.876313,4.477471,5.87,5.61,E
281.341167,-0.107749,11.174862,97734.037458,83.332831,0.767713,4.829726,5.61,4.82,E
281.297365,-0.234678,11.665954,97440.50803,87.552547,0.891264,3.737665,4.82,5.05,E
280.939464,-0.050478,10.282879,97554.623312,81.381534,1.424354,2.984973,5.05,4.53,E
281.209897,0.026413,9.456936,97758.822115,80.187972,2.536411,2.782546,4.53,4.69,E
281.21625,0.040548,11.268521,98056.608286,82.782078,1.683903,2.79768,4.69,5.24,E
281.97425,0.027997,10.095488,97983.541953,78.194244,2.082897,3.909347,5.24,6.75,E
280.81201,0.164243,11.197902,98167.614258,85.922117,-0.754116,1.702773,6.75,4.95,E
280.411532,0.158534,11.21678,98503.725398,88.225691,-3.647817,-0.271305,4.95,4.35,E
280.91892,0.089043,8.67045,99017.155998,85.022923,-2.566755,-1.945658,4.35,4.04,D
282.531895,0.009771,7.066319,99160.433628,74.529931,2.144641,-2.673166,4.04,2.57,C
281.787951,0.05644,8.507907,99419.659377,81.32943,0.556034,-2.00909,2.57,2.3,C
281.058225,0.032111,11.633442,99531.070884,83.120698,0.353562,-0.438564,2.3,2.17,C
281.526289,0.028035,15.586401,99752.771273,87.730613,0.409003,1.091324,2.17,2.14,C
282.064475,-0.003996,11.963182,99718.801313,82.482179,1.855218,1.049378,2.14,2.17,C
281.710604,0.0372,13.636467,99906.244516,84.043249,0.37163,0.69406,2.17,3.82,D
280.843323,0.102914,11.794995,99990.903495,88.822856,-1.328933,-0.642716,3.82,4.84,E
281.889209,0.074913,10.993025,100240.249958,81.180994,-1.659874,-1.715768,4.84,5.89,E
283.174911,-0.055101,11.19003,100178.223704,72.677519,1.145832,-1.940777,5.89,4.54,E
281.935651,0.180173,11.544924,100324.57961,80.784636,0.265403,-2.116443,4.54,3.28,D
281.021531,0.126439,10.218012,100456.389548,84.266508,-2.310772,-1.818237,3.28,2.95,D
282.361681,0.109832,12.247541,100596.002617,77.263267,-1.910349,-0.446444,2.95,2.97,D
284.534729,0.103332,12.610376,100529.089805,69.581538,0.874222,-0.68648,2.97,2.45,C
282.263247,0.194229,13.066881,100578.221996,82.996302,-2.524564,-0.725374,2.45,2.42,C
281.487553,-0.003818,11.087463,100584.819954,78.276352,-2.881112,-0.691221,2.42,3.06,D
281.872656,0.098962,11.094206,100559.830382,78.908536,-3.304302,-1.126776,3.06,2.49,C
284.162149,0.087154,9.16033,100314.516599,74.366841,-0.964295,-1.843747,2.49,2.26,C
282.292425,0.067071,9.241861,100283.488949,81.67463,-1.90429,-1.372642,2.26,3.19,D
281.988653,0.080775,7.699068,100203.756975,81.251816,-3.154524,-1.640456,3.19,2.3,C
282.108476,0.055658,8.86284,100224.574592,81.873683,-1.825068,-2.334678,2.3,2.85,D
284.184162,0.078987,9.998058,99940.715837,80.109675,-0.106403,-3.84666,2.85,2.32,C
282.559824,0.101834,14.085102,99738.791332,88.01824,-1.135328,-2.780734,2.32,2.37,C
282.106562,0.056312,9.908705,99524.037376,85.908873,-2.204263,-1.376435,2.37,2.36,C
283.032303,0.041167,8.362921,99520.210876,77.674323,-1.689851,-0.163739,2.36,2.22,C
285.735786,0.022221,7.360467,99297.757246,72.340385,0.296481,-0.966854,2.22,2.01,B
283.690796,0.030646,13.774675,99262.532447,75.803709,-0.868612,-1.142557,2.01,1.28,A
283.189598,0.090733,12.704801,99083.455275,73.948101,-2.485359,-0.00304,1.28,1.23,A
283.416882,0.005138,12.768257,99087.707733,82.86438,-2.820362,-0.426468,1.23,1.05,A
286.419385,0.08503,7.344344,98850.493764,75.44813,-2.825183,0.380773,1.05,1.22,A
283.649346,0.082807,7.567507,98675.283385,83.239233,-3.764919,1.31608,1.22,1.39,B
285.503163,0.063651,11.98019,98506.080536,68.277784,-5.649527,3.945895,1.39,2.02,B
285.194725,-0.001167,19.502924,98515.869184,76.779772,-5.364741,6.896856,2.02,2.3,C
285.311708,0.012568,17.720354,98253.501174,74.617185,-6.435411,8.238937,2.3,2.39,C
284.427674,-0.07978,21.144915,98254.09633,86.756084,-4.606555,6.434851,2.39,2.98,D
284.288829,0.051146,19.221195,98149.839144,88.020019,-6.022171,6.948422,2.98,3.16,D
284.823121,-0.098127,20.056225,98344.901128,93.086318,-4.557592,8.42048,3.16,2.72,D
286.373315,-0.059974,18.96139,98232.873067,85.979839,-4.17021,9.22181,2.72,3.42,D
285.146086,-0.113601,20.8515,98161.42915,93.264242,-3.57476,10.271994,3.42,3.28,D
285.388911,-0.193525,21.652096,97889.785336,91.533172,0.690307,8.879504,3.28,3.27,D
284.180754,-0.315352,20.726929,98073.751833,96.692729,3.749074,8.929562,3.27,3.51,D
284.334203,-0.315124,18.839604,98152.632569,95.889185,5.262863,8.659289,3.51,3.12,D
283.407187,-0.256331,19.962933,98580.117637,97.018406,2.730635,6.859575,3.12,2.89,D
284.107307,-0.101924,19.216003,98706.371794,93.762561,2.034319,6.443947,2.89,2.91,D
283.481899,-0.184759,21.945077,98908.335091,96.02633,1.83403,5.468291,2.91,2.51,C
284.693003,-0.095905,19.37609,98785.79584,90.441527,1.171449,6.32976,2.51,1.9,B
283.160525,-0.090862,21.971483,98783.553896,97.560266,-2.004115,6.700395,1.9,1.97,B
283.818029,-0.005551,18.308776,98485.155456,91.124066,-2.841565,8.37589,1.97,1.93,B
283.393056,-0.098171,20.026729,98109.132188,95.132628,-3.591172,10.309628,1.93,2.46,C
284.566173,-0.162301,20.636045,97474.104213,91.919686,-2.763771,12.845584,2.46,2.8,D
284.553789,-0.239345,18.82535,97511.400394,94.994035,3.403586,8.356315,2.8,2.43,C
283.665128,-0.253952,15.468821,97793.915534,90.797579,4.821656,1.542264,2.43,2.28,C
283.191573,-0.209576,19.502526,98152.079722,89.073068,2.021057,2.873787,2.28,2.21,C
284.074534,-0.256269,24.12418,98063.532066,91.789309,0.419376,5.041476,2.21,2.18,C
285.105277,-0.119325,30.475512,97824.952975,93.752717,-3.102509,7.257264,2.18,3.09,D
286.205921,-0.351197,32.775636,97357.743273,96.179717,5.827986,13.58091,3.09,3.34,D
285.367998,-0.335388,25.664058,98101.274327,99.45814,8.141151,3.86471,3.34,2.98,D
285.783519,-0.087722,19.244009,98494.583255,90.931781,0.949389,4.305103,2.98,2.93,D
284.839129,-0.062097,25.233269,98751.982648,95.871582,-2.346483,6.12648,2.93,2.76,D
286.378919,0.016572,31.067755,98630.967763,90.318602,-2.287944,7.353292,2.76,2.48,C
286.053154,-0.070827,32.853971,98734.466826,98.310551,-1.584421,8.81479,2.48,2.5,C
286.914025,-0.000656,30.441371,98495.941443,93.091172,-2.998987,10.585228,2.5,2.67,D
285.961166,-0.193386,32.069236,98471.15035,96.738356,-4.074676,11.735668,2.67,2.75,D
286.222013,-0.152637,29.155709,98037.50791,93.901918,-4.499811,13.466223,2.75,3.89,D
286.017009,-0.32023,27.681182,98038.207941,95.31119,-0.095926,11.307705,3.89,3.6,D
284.833571,-0.17121,22.541069,98195.555831,98.321034,3.590053,7.213871,3.6,3.24,D
284.797505,-0.206069,19.200712,98467.489846,93.771415,2.686343,3.831831,3.24,2.38,C
283.486845,-0.114682,17.941268,98586.768624,95.901791,2.171851,2.182611,2.38,2.66,D
283.346533,-0.047682,15.287255,98866.392857,90.839035,1.005917,0.283388,2.66,2.7,D
283.780584,-0.083727,9.552466,98979.265827,78.403307,3.217294,-4.80683,2.7,3.0,D
282.738956,0.097403,7.486193,99307.234457,79.872094,3.654492,-6.551114,3.0,3.09,D
281.446793,-0.114037,6.964529,99458.263372,80.174556,2.868362,-7.595825,3.09,3.03,D
281.838989,0.122512,6.786066,99682.367253,75.794338,2.040132,-6.859131,3.03,2.75,D
284.721859,0.085687,7.930761,99537.71339,71.059389,1.75331,-7.066284,2.75,2.58,C
283.483973,0.14818,8.077795,99583.462976,78.712372,-0.145927,-5.933931,2.58,2.22,C
281.486368,0.188884,8.42528,99512.207847,89.020838,-0.987877,-4.658652,2.22,2.18,C
282.733841,0.14811,9.202465,99605.498685,79.30118,-0.049968,-2.580268,2.18,2.57,C
286.686784,-0.02775,9.020761,99428.324773,65.868011,0.965202,-4.160497,2.57,2.69,D
282.698425,0.066006,10.581415,99263.896682,89.487666,-0.312312,-2.543025,2.69,2.02,B
283.070551,0.008196,12.915095,99131.991768,83.794509,-0.467274,-2.195447,2.02,2.3,C
283.432051,0.075931,14.736197,99378.471696,82.628344,0.191477,-1.729646,2.3,2.1,B
285.875492,0.0848,15.291138,99160.210487,69.645429,1.017373,-2.555458,2.1,1.8,B
283.948802,0.042885,18.166422,99185.87918,79.914997,0.65074,-0.680658,1.8,1.73,B
284.861082,0.174336,22.181354,99111.547873,73.437341,-0.997316,-0.294078,1.73,1.58,B
284.143262,0.06249,24.223284,99162.491557,83.603335,-0.612684,2.066157,1.58,1.33,A
287.736803,0.017572,22.472883,98898.510434,72.032548,-1.374548,2.186471,1.33,1.5,B
284.452973,-0.003162,27.618292,98949.131562,86.453788,-2.130479,5.189128,1.5,2.07,B
286.809848,0.027137,30.760494,98727.197312,74.052747,-3.909464,4.309299,2.07,2.16,C
284.148636,-0.08572,35.032883,98768.98955,95.355847,-2.932998,8.743639,2.16,3.06,D
287.430021,-0.118768,29.691937,98353.993985,75.576036,-3.669887,10.195701,3.06,3.52,D
285.172292,-0.202664,32.855884,98076.755933,95.554263,-1.209483,12.673098,3.52,4.01,D
285.213052,-0.167304,21.93744,97870.216022,90.963534,2.455587,11.220718,4.01,4.3,E
283.903648,-0.204849,13.942367,98348.844625,91.03745,7.426472,5.022442,4.3,4.21,E
285.053342,-0.138104,11.939446,98300.393907,76.361544,1.246704,2.886965,4.21,4.35,E
284.17185,-0.013296,19.24018,97891.007151,84.54607,-4.792027,2.901813,4.35,3.53,D
283.364454,0.097797,22.111807,96960.296164,91.752371,-6.100788,0.239185,3.53,2.62,D
283.961433,0.186713,23.974261,96170.60109,91.135021,-10.104853,-2.347861,2.62,3.8,D
284.554154,0.123163,22.732153,96034.334501,92.722216,-2.808953,-3.726791,3.8,2.88,D
283.977847,0.083367,20.5007,96545.783868,90.217459,2.788847,-7.867082,2.88,4.34,E
282.671062,0.034604,17.173671,96996.534037,89.996467,5.496793,-8.008059,4.34,3.74,D
283.153792,-0.045574,13.96102,97549.990998,82.784329,7.700737,-6.479712,3.74,3.05,D
282.995321,-0.049933,12.4,97590.620164,78.783218,6.127322,0.590264,3.05,3.0,D
281.776899,-0.195135,18.733989,97773.537226,92.660907,2.962043,6.563956,3.0,2.28,C
282.806005,-0.12463,19.341482,97717.112607,94.564272,1.476112,7.147058,2.28,3.05,D
283.308651,-0.049134,21.600565,97847.57751,97.000638,-2.480541,7.723694,3.05,3.26,D
284.647928,-0.11164,22.828072,97753.748091,91.731879,-3.783351,7.241985,3.26,3.48,D
285.120996,-0.333136,28.708234,97778.603298,94.042942,-2.986256,11.723138,3.48,3.94,D
285.455261,-0.232083,23.592387,97845.0977,93.633505,2.057376,10.71389,3.94,4.74,E
284.583033,-0.324811,22.607303,98255.754754,95.429763,-0.525106,7.76148,4.74,4.42,E
284.892822,-0.300159,21.035156,98024.372682,93.208936,-1.478745,7.092674,4.42,4.1,D
284.265202,-0.2817,17.229857,98183.16495,90.306853,5.882676,10.816061,4.1,3.86,D
282.977031,-0.262483,14.385409,98852.197155,88.032933,7.28023,4.522605,3.86,3.39,D
282.242237,-0.154801,13.281992,99318.685328,88.432195,3.957661,2.637356,3.39,2.87,D
282.334247,-0.12712,13.235253,99385.32807,86.162461,4.7561,-1.331893,2.87,3.07,D
282.074721,-0.139493,11.568469,99518.738203,81.256191,4.989178,-2.87957,3.07,3.0,D
281.059979,-0.180683,7.146815,99531.798542,78.765631,5.837539,-3.284983,3.0,2.74,D
281.397775,-0.211534,7.257394,99638.891562,73.755149,4.731682,-4.667108,2.74,2.77,D
281.719749,-0.051462,6.983613,99464.856838,70.32943,6.863819,-6.439534,2.77,2.46,C
279.645219,0.020566,7.489501,99437.310468,79.708201,4.308875,-6.415702,2.46,2.34,C
279.609774,0.01123,7.88635,99437.828194,76.060004,3.626964,-5.335662,2.34,2.21,C
279.373598,0.039279,7.939102,99552.937061,75.261991,2.499334,-5.018203,2.21,2.01,B
280.827226,-0.004748,6.531941,99433.593671,67.175673,4.183645,-5.504979,2.01,2.33,C
280.706455,0.11753,7.240555,99528.420429,74.194882,1.759023,-4.73714,2.33,2.27,C
279.484202,-0.000114,6.941087,99466.252607,74.407186,1.309254,-2.853643,2.27,1.93,B
280.288038,-0.061536,8.1398,99573.016245,71.579618,0.758783,-0.424598,1.93,1.97,B
280.810699,-0.117365,9.843816,99408.883471,64.41282,3.969884,0.33033,1.97,2.21,C
280.597546,-0.117248,11.548314,99353.311508,75.333782,0.953889,1.782659,2.21,1.87,B
279.793676,0.02408,11.798431,99152.38907,79.470723,-0.670928,1.91345,1.87,1.72,B
280.509404,0.029856,11.615338,99185.694535,80.733336,-2.400673,0.628326,1.72,1.73,B
282.214819,-0.023901,9.501373,98945.830111,69.785776,1.497416,-1.882922,1.73,1.8,B
282.09945,-0.117818,8.617768,98857.711096,71.897439,-0.435253,-3.765556,1.8,1.87,B
280.236389,-0.068061,7.381878,98683.50035,78.850799,0.317308,-2.806461,1.87,2.62,D
280.872821,-0.067637,8.998428,98687.570403,78.889696,3.083032,-0.303462,2.62,2.33,C
280.745947,-0.207869,9.185036,98325.834532,76.745476,5.708164,-2.73752,2.33,2.44,C
279.454042,-0.13062,8.700147,98330.493511,84.577225,3.189897,-2.093093,2.44,2.05,B
279.889821,-0.134941,9.880293,98438.625734,78.977296,1.243997,-1.594617,2.05,3.25,D
280.083233,0.010942,9.077856,98625.605451,79.871763,1.571802,-1.564681,3.25,2.84,D
281.299277,-0.102048,8.110618,98608.465603,73.23762,4.467447,-4.062685,2.84,2.99,D
280.684244,0.034826,9.834958,98808.470331,77.449115,3.597528,-4.728474,2.99,2.49,C
280.447639,0.014474,8.835491,98995.261651,77.841262,2.409444,-3.176861,2.49,2.52,C
281.659684,0.036019,10.583738,99500.3769,75.049687,2.027381,-1.672208,2.52,2.05,B
282.982914,0.01038,9.422393,99657.957334,71.376173,3.595593,-2.917883,2.05,2.61,C
281.800636,0.064942,8.292062,99883.624372,80.609173,0.990931,-3.873373,2.61,1.94,B
280.377814,0.093158,8.254992,100021.558062,85.714804,-0.480275,-2.985844,1.94,2.0,B
281.890253,0.105059,7.631601,100170.532067,81.85191,0.105236,-2.562552,2.0,1.81,B
284.96567,0.000875,7.878612,100010.122236,66.684931,2.318461,-5.490007,1.81,2.35,C
282.752847,0.086213,7.780176,99965.073017,82.271693,1.161913,-4.87281,2.35,1.97,B
281.330237,0.040261,7.558588,99894.345358,86.943555,0.29159,-3.717864,1.97,2.053333,B
282.085668,0.10017,7.455588,99970.293088,85.20745,1.21253,-4.000557,2.053333,2.31,C
285.570786,0.02901,7.496957,99694.951678,67.873975,3.691836,-6.190001,2.31,2.54,C
283.618602,0.123748,8.784683,99595.096946,80.686583,2.031787,-5.6056,2.54,2.32,C
283.245109,0.083434,10.663928,99306.553627,80.387167,1.580971,-4.053118,2.32,2.15,C
282.882814,0.030817,14.52419,99132.778684,86.45234,1.484684,-2.206957,2.15,1.68,B
284.94246,-0.040764,15.695471,98813.094803,74.447288,4.245973,-2.301439,1.68,1.63,B
283.17721,-0.048539,20.923421,98695.892235,91.773004,2.884777,1.067573,1.63,1.47,B
283.653372,-0.091781,14.361383,98474.515027,86.976911,3.685182,0.631144,1.47,1.73,B
282.609751,-0.253948,15.04052,98442.171182,93.062586,3.306383,4.99201,1.73,1.64,B
283.603735,-0.33626,12.192789,98130.57727,82.924968,6.284528,5.679252,1.64,2.62,D
281.6457,-0.140727,11.212198,98124.00203,78.639937,8.076879,-0.025384,2.62,2.89,D
280.562392,-0.132184,8.085702,98010.339999,73.978738,8.549334,-1.096856,2.89,4.07,D
279.624134,-0.197472,5.976612,98329.049441,72.125688,8.291486,-1.491979,4.07,4.44,E
279.64014,-0.138002,7.660165,98583.794041,69.230043,6.786566,-0.826365,4.44,3.82,D
279.53513,-0.083188,11.835421,98918.704765,81.422658,3.50681,1.527624,3.82,3.47,D
280.261918,-0.166649,12.598549,99070.774148,80.371359,5.263047,2.580489,3.47,3.69,D
281.615718,-0.168658,14.714892,99447.681843,80.970176,3.831948,3.628427,3.69,3.12,D
282.203132,-0.094581,16.064979,99468.436893,82.507354,2.96609,3.627259,3.12,2.45,C
282.323506,-0.082118,20.445007,99653.456776,83.559126,0.576052,3.949573,2.45,2.21,C
280.680793,-0.027644,20.326271,99636.502253,93.703045,-0.484962,4.625036,2.21,1.78,B
282.255784,0.003491,24.114932,99754.227511,92.622048,-1.587045,5.447864,1.78,1.83,B
282.364987,0.045139,21.07696,99661.099487,92.577021,-0.350171,5.144683,1.83,1.35,A
283.342648,-0.118741,22.04962,99723.182079,90.173918,1.056528,4.359204,1.35,1.49,B
283.385454,0.024809,19.404784,99714.387016,88.304421,0.358983,2.195967,1.49,1.75,B
283.816128,0.021505,20.299608,99775.591953,94.755275,1.074441,2.79942,1.75,1.63,B
286.324936,0.002048,20.245036,99514.977207,86.042864,2.340215,1.291565,1.63,1.57,B
284.617566,0.004712,23.594915,99554.819121,95.809509,1.833942,0.199909,1.57,1.91,B
283.945122,0.08162,23.29619,99413.644938,96.965021,1.834195,-0.293366,1.91,1.48,B
286.134902,0.064042,24.864394,99573.49967,88.055983,2.36262,-1.206669,1.48,1.67,B
287.964097,0.041646,22.294696,99395.891999,78.196929,2.773459,-1.651279,1.67,1.75,B
285.715376,0.084647,23.525425,99450.413747,87.069871,2.725493,-1.03326,1.75,1.53,B
284.596803,0.0117,20.415213,99400.875188,91.56819,2.133186,-3.257618,1.53,1.47,B
285.794823,-0.033133,21.21668,99510.670273,88.589919,1.868134,-3.341407,1.47,1.96,B
287.771628,0.001857,17.014074,99254.215928,81.0311,2.399394,-3.371707,1.96,2.29,C
285.455196,0.120122,16.915614,99211.934804,85.611897,1.665659,-1.886173,2.29,2.28,C
284.714062,0.028994,19.108696,99197.289033,84.671413,1.768576,-1.596249,2.28,1.78,B
285.844032,0.012506,23.474225,99410.397466,84.526052,2.509678,-0.342755,1.78,1.44,B
288.478904,0.021167,18.779813,99319.637842,75.775255,3.931309,-1.805145,1.44,1.13,A
285.559306,0.107031,16.375717,99525.582262,87.410884,2.344517,-3.359935,1.13,1.2,A
283.979593,0.054785,13.054666,99463.228725,91.517363,1.21057,-3.080459,1.2,1.08,A
284.787187,0.057349,12.241839,99454.316022,89.446848,1.340198,-2.523675,1.08,1.26,A
288.549555,-0.005143,9.934788,99408.043693,73.789436,3.539323,-3.6143,1.26,1.31,A
285.000763,0.090229,10.132748,99372.559059,84.755981,1.908477,-3.181902,1.31,1.3,A
282.317304,0.053956,12.056531,99237.589078,95.682885,0.580752,-3.020295,1.3,1.21,A
285.150943,0.175934,15.441578,99245.771049,87.145195,0.602452,-2.608875,1.21,1.21,A
290.018958,0.114056,17.214427,98999.519965,72.320483,1.305789,-3.908133,1.21,1.3,A
287.612661,0.009603,18.393451,98956.187262,80.078219,1.545357,-2.310036,1.3,1.33,A
287.249367,-0.017832,19.056543,98862.812848,76.883039,-0.129304,-1.43788,1.33,1.42,B
286.416215,-0.00409,21.574034,99009.465282,86.124869,1.042616,-0.865212,1.42,1.51,B
290.645389,-0.063833,18.885342,98933.877481,69.484084,2.487932,-0.702533,1.51,1.35,A
