air,omega,pr_wtr,pres,rhum,uwnd,vwnd,WVHT,WVHT_6h,WVHT_ord_6h
283.340152,-0.214121,14.836433,97949.882398,92.621834,2.614114,1.090761,3.71,4.39,E
283.559282,-0.051376,13.598973,97733.758179,85.257047,3.28813,1.707335,4.39,4.46,E
282.794161,-0.05285,20.366793,97443.314429,92.209553,-1.515321,5.117917,4.46,4.95,E
283.737051,-0.216631,19.338305,96498.291619,85.667091,-2.217999,8.842798,4.95,5.4,E
283.585954,-0.133192,13.57077,96272.025142,87.426889,4.803572,1.216427,5.4,5.23,E
282.56856,-0.297561,12.184294,96268.712165,80.96174,6.889415,1.241838,5.23,6.25,E
281.455119,-0.245336,12.771722,96669.284552,86.763819,5.66774,-0.049607,6.25,8.22,E
281.860778,-0.170237,15.207273,97111.10952,87.108389,4.844797,-0.11007,8.22,8.32,E
282.087194,-0.028789,15.554991,97793.413945,90.84174,1.916255,2.021627,8.32,10.29,E
282.694174,-0.205071,14.738547,97863.333948,87.993175,-0.62829,4.817174,10.29,7.24,E
282.228194,0.115176,22.011888,97734.129516,92.409578,-6.447554,7.383875,7.24,6.28,E
283.013491,-0.078688,21.322484,97389.681756,91.851641,-3.449586,8.019203,6.28,5.4,E
282.848827,-0.123544,17.843436,97575.391254,96.599199,-0.888734,3.721745,5.4,5.43,E
282.0859,-0.358683,14.82442,97309.217489,96.631077,2.672111,4.279978,5.43,5.84,E
281.459519,-0.292894,11.813471,97381.185691,87.607318,3.948779,2.753064,5.84,4.71,E
281.165299,-0.151359,10.689755,97530.894447,85.032821,3.342277,1.264436,4.71,4.54,E
281.478532,-0.03267,10.746511,97832.572923,85.59598,1.322251,-0.658513,4.54,4.91,E
282.37607,-0.043375,8.169823,97788.419995,76.807007,3.86969,-0.528132,4.91,5.34,E
280.624966,0.081077,9.48443,97919.062059,84.491947,0.532828,0.981549,5.34,6.03,E
279.245308,0.208224,11.414865,97981.141828,85.788664,-2.947863,0.783836,6.03,5.63,E
279.88409,0.155301,9.81955,98355.998204,86.672492,-3.554356,-2.520053,5.63,3.8,D
282.45877,0.073452,8.084927,98499.70037,73.146949,0.034981,-2.614282,3.8,3.82,D
280.528149,0.083516,7.053637,98912.946351,78.785509,-0.223864,-2.612489,3.82,3.27,D
278.206466,0.05558,6.716384,99065.904086,84.519067,-0.292658,-1.432032,3.27,2.46,C
280.532895,0.032245,9.815881,99323.809982,80.914581,-0.97636,-1.140841,2.46,1.97,B
282.572926,-0.022592,8.065555,99217.365563,71.086698,2.510983,-1.849227,1.97,1.87,B
281.274856,-0.024098,9.783238,99418.65485,79.749819,0.19242,-1.675292,1.87,2.56,C
281.274626,0.094012,9.255185,99463.631706,74.125308,-0.229861,-2.266574,2.56,4.04,E
281.679801,0.090973,9.001751,99637.442325,78.406708,-0.580034,-2.171266,4.04,4.42,E
283.412113,-0.043053,8.819914,99496.500361,67.996688,1.782441,-3.7207,4.42,3.97,E
281.005613,0.141446,7.387838,99672.258,76.0883,-0.649678,-1.721672,3.97,3.8,D
279.422658,0.153269,4.761173,99800.783851,78.797607,-1.414337,-2.249947,3.8,3.21,D
280.967077,0.061502,7.048686,100075.712639,75.056408,-1.888785,-0.612333,3.21,2.75,C
284.900403,0.168686,7.48003,99965.937557,57.055156,0.000519,-0.367793,2.75,2.25,C
281.499863,0.181587,6.06155,100034.321338,71.057574,-1.640808,-2.160769,2.25,2.24,C
280.732938,0.162868,5.533339,99973.696723,70.64316,-2.526596,-2.521278,2.24,2.17,C
282.34827,0.111994,6.627032,99966.232152,69.419607,-3.158814,-1.965376,2.17,2.37,C
285.871518,0.133954,6.147441,99754.607922,70.475538,-0.535747,-2.438536,2.37,2.2,C
282.742895,0.138677,5.736637,99687.900454,74.135611,-2.266922,-2.070949,2.2,2.25,C
282.464425,0.128631,4.691612,99583.991318,67.331951,-2.06113,-2.825144,2.25,2.38,C
282.710191,0.147162,5.282368,99583.836722,71.42775,-1.872838,-2.397757,2.38,2.64,C
287.043474,0.10739,6.321474,99265.674217,69.23606,-0.027632,-3.318726,2.64,2.13,C
283.140082,0.067799,7.650663,99098.835687,81.473641,-1.256946,-2.410388,2.13,2.24,C
283.861163,0.18243,6.281764,98934.123306,68.154483,-2.026304,-3.115797,2.24,2.16,C
283.991329,0.104449,6.350236,98999.834801,71.687524,-2.067883,-2.222092,2.16,2.02,B
288.30603,0.062697,5.205833,98765.683299,66.109342,-0.532906,-2.214653,2.02,1.46,A
284.033491,0.035527,5.521908,98746.918433,73.00518,-0.770718,-1.490114,1.46,1.91,B
283.375161,0.05149,4.677827,98607.166885,68.410443,-2.1498,-0.859731,1.91,1.62,B
283.851618,0.055372,4.692463,98654.524574,79.658556,-2.458928,-0.871688,1.62,1.05,A
288.297662,0.02167,3.314255,98428.057547,69.608801,-1.606915,1.207328,1.05,1.04,A
284.301609,0.09242,4.687613,98399.432679,78.534708,-2.949179,1.140464,1.04,1.14,A
285.144553,0.084921,7.873729,98277.843637,68.845941,-4.32293,3.060035,1.14,1.74,B
285.218854,-0.006394,15.91383,98356.817399,74.060108,-3.496908,3.163563,1.74,2.21,C
285.732202,-0.083132,15.475973,98149.530958,72.50027,-4.825731,7.025923,2.21,2.75,C
284.708648,-0.100219,20.815833,98197.381274,79.494546,-4.438395,3.601252,2.75,3.2,D
283.949374,0.07739,21.980602,98100.520636,87.357032,-5.915641,4.402198,3.2,3.45,D
284.654127,-0.05151,19.49673,98334.683238,92.697568,-4.035649,4.331603,3.45,2.85,C
286.64271,-0.034227,20.435269,98182.603731,91.458039,-3.376772,5.218129,2.85,3.0,C
285.447437,-0.050444,20.182432,98176.450556,96.491469,-2.763435,5.041606,3.0,2.81,C
286.431711,-0.153244,21.298166,97970.544407,89.96541,-0.912869,6.062717,2.81,2.87,C
285.272219,-0.326983,19.790965,98192.884112,96.240629,2.517806,5.565103,2.87,2.96,C
285.423608,-0.255252,18.020367,98180.846233,93.072197,2.759942,4.659751,2.96,3.23,D
284.091639,-0.064902,20.286553,98486.137441,98.173862,-0.616404,1.810385,3.23,2.76,C
284.80005,0.004781,18.49615,98522.959949,90.240344,-0.420885,2.195008,2.76,2.7,C
284.189636,-0.070607,21.790907,98704.21253,97.443666,0.340322,2.235036,2.7,2.64,C
285.485138,-0.125256,15.239409,98491.391944,87.462953,2.358258,1.440363,2.64,2.32,C
283.694321,-0.066707,18.285568,98582.921672,94.236516,-0.979697,0.376168,2.32,2.0,B
283.502688,0.055361,14.23549,98294.258673,88.698669,-0.932854,0.314015,2.0,1.82,B
283.538597,-0.023467,17.302107,98146.959206,96.98233,-2.822931,2.234881,1.82,2.4,C
284.733239,-0.096062,19.602763,97696.257329,91.098502,-1.954387,8.135658,2.4,2.93,C
284.909674,-0.067245,22.266388,97653.090844,93.337229,-2.40869,6.9998,2.93,2.53,C
285.682707,-0.109329,19.965184,97661.577639,92.638418,1.350681,5.597162,2.53,2.03,B
285.78867,-0.239849,25.004207,98003.419793,96.829951,1.435574,3.658366,2.03,2.07,B
285.831087,-0.215877,25.816613,98001.239845,95.24973,-0.096467,5.268957,2.07,2.36,C
285.696633,0.043126,31.491308,97966.439193,95.070437,-2.993219,6.092291,2.36,2.31,C
287.262612,-0.236823,27.761615,97875.093681,89.311725,0.215325,9.123495,2.31,2.66,C
286.523443,-0.283302,33.195492,98162.375607,98.365745,3.911237,5.734615,2.66,2.42,C
286.981723,-0.130231,28.685231,98320.267761,95.945179,2.761504,3.006119,2.42,2.26,C
285.542161,-0.000457,30.562011,98578.811298,99.652275,-2.264043,2.311607,2.26,2.27,C
286.79519,0.208243,32.652843,98543.493059,92.179292,-1.278833,3.61952,2.27,2.21,C
287.030825,0.06844,32.375578,98767.086771,98.592683,-0.675403,4.155974,2.21,1.85,B
288.101188,0.029926,27.456471,98488.756999,95.084152,-0.542238,3.823748,1.85,1.73,B
286.338249,-0.008418,28.830735,98593.926727,98.687823,-1.77801,2.232892,1.73,1.58,A
286.333955,0.069328,25.468939,98274.538171,94.227431,-2.574462,3.905021,1.58,2.29,C
286.220403,-0.184399,32.183023,98234.918757,97.111258,-2.005784,6.322345,2.29,2.76,C
286.140488,-0.138037,28.691314,98153.626972,98.615626,-0.249078,4.174117,2.76,2.93,C
285.959876,-0.155243,29.15504,98250.505205,97.959538,-0.391211,2.576176,2.93,2.47,C
285.651916,-0.050103,26.987807,98195.812581,96.981371,-0.015288,0.569394,2.47,2.28,C
285.526161,-0.134042,23.317691,98440.551993,97.233454,1.440993,0.385084,2.28,2.45,C
286.182236,-0.309792,15.352574,98428.619071,85.101164,3.497615,-0.262828,2.45,2.25,C
283.95006,-0.090332,11.110635,98585.556617,91.817503,3.802419,-3.385886,2.25,2.78,C
282.244671,-0.120846,8.297464,98726.084379,87.029617,4.561987,-4.053633,2.78,3.11,D
282.191692,0.019161,7.669229,98859.242852,84.054963,3.204757,-5.02801,3.11,3.12,D
284.797268,0.016588,11.983823,98780.944625,82.35852,4.780702,-6.059408,3.12,2.75,C
284.263831,0.028924,10.33801,98942.028014,78.266133,1.492343,-3.308263,2.75,2.86,C
281.732979,0.207406,9.601164,98881.788998,89.423578,-0.143709,-5.885209,2.86,2.2,C
283.056319,0.14673,9.354492,99004.580891,81.01546,-0.7434,-2.48514,2.2,2.33,C
288.221305,-0.00396,8.013679,98777.616814,62.725282,3.191404,-4.655011,2.33,2.42,C
282.479554,0.082248,8.582702,98755.498676,91.834114,0.634653,-2.995147,2.42,2.21,C
282.530526,0.070632,9.505496,98618.662071,81.081941,-0.537398,-3.218562,2.21,2.18,C
283.029714,0.106798,11.687619,98837.903543,87.457081,-0.114513,-3.278433,2.18,2.39,C
286.625358,0.065718,11.294467,98565.030228,75.863297,2.14169,-3.95752,2.39,1.98,B
283.339261,0.043314,13.416624,98625.662854,90.624353,1.281607,-2.809211,1.98,1.8,B
283.201125,0.15904,15.688122,98561.452538,81.572093,-0.445613,-3.360034,1.8,1.71,B
283.518878,0.096291,16.150903,98691.61322,88.689877,-0.152376,-2.360843,1.71,1.82,B
288.956584,-0.025001,12.315953,98517.735775,64.567396,0.553933,-0.6593,1.82,1.28,A
283.225254,0.052577,15.230709,98663.719758,88.846069,-1.661767,-1.72785,1.28,1.26,A
285.702971,0.105593,17.766384,98448.643885,69.588069,-2.850661,-0.006501,1.26,1.56,A
284.504403,0.032142,24.114816,98686.510224,82.014423,-2.960719,0.777915,1.56,1.65,B
289.347941,-0.012343,21.519447,98356.80948,61.621572,-1.238049,3.336169,1.65,1.91,B
285.260414,-0.106025,27.576571,98333.352415,85.229858,-1.57309,5.602487,1.91,2.86,C
285.860007,-0.066148,25.3718,98017.619882,79.844374,-1.763488,7.665109,2.86,3.79,D
285.772271,-0.111489,20.063419,98192.470318,90.089926,2.110619,2.552854,3.79,3.95,E
286.492917,-0.170704,16.499143,98011.558974,85.786142,0.351945,2.167095,3.95,3.43,D
284.928184,0.08878,23.531915,97581.724078,93.549159,-4.158505,2.809429,3.43,4.17,E
284.28414,0.123129,25.734087,96708.10236,94.485897,-7.450891,3.725553,4.17,6.35,E
286.199159,0.142014,25.611205,95820.673349,88.346615,-6.190301,9.421464,6.35,3.5,D
285.842425,0.061739,20.679652,95577.506031,89.173696,-1.513652,7.911523,3.5,3.51,D
284.817105,0.141328,20.916689,96031.105141,91.068227,-0.311922,1.343918,3.51,4.58,E
283.639672,0.024874,18.887742,96455.585592,90.868202,2.468365,-0.793881,4.58,5.57,E
284.199064,-0.049618,17.669727,97000.555174,90.010187,6.947557,-4.811358,5.57,5.06,E
284.070223,-0.129923,12.044218,97182.820042,85.313936,8.393168,-3.291847,5.06,3.33,D
281.886399,-0.087822,15.793327,97572.361031,85.289569,4.578993,-1.570492,3.33,2.97,C
282.010681,-0.02938,17.714642,97690.127854,85.569131,0.716331,0.613886,2.97,2.35,C
282.454025,0.088672,23.356903,97812.027067,93.954458,-4.033206,4.623435,2.35,3.02,C
284.395705,-0.062635,24.719572,97783.607506,87.748732,-3.587105,6.69388,3.02,3.61,D
283.66259,-0.093806,31.164771,98053.035119,100.0,-5.160068,5.500087,3.61,3.62,D
285.546749,-0.059436,29.104223,98067.079594,93.303749,-3.185314,6.351527,3.62,3.98,E
285.266463,-0.229666,28.571567,98375.075069,98.911234,-2.803846,6.052647,3.98,4.46,E
285.55304,-0.361145,24.999548,98235.084006,99.109799,-3.916842,9.023418,4.46,3.79,D
285.762491,-0.357187,18.146436,98594.778403,90.359813,1.552219,8.74191,3.79,3.91,D
284.997773,-0.164878,16.870628,98836.699654,92.67712,0.765751,4.974948,3.91,3.35,D
284.157703,-0.178767,16.363552,99080.118325,93.474084,1.13653,2.705093,3.35,2.6,C
284.80335,-0.28684,13.711649,98994.091551,86.365887,2.749359,1.233287,2.6,2.42,C
283.668824,-0.157009,13.394016,99079.18202,84.002846,2.933081,-1.703973,2.42,2.51,C
282.58482,-0.109952,8.074915,99024.900456,79.54518,2.720691,-3.2841,2.51,2.44,C
282.47044,-0.104857,7.299526,99078.118243,75.568266,3.54208,-4.55896,2.44,2.52,C
282.418181,-0.273694,6.569913,98836.225023,72.296551,7.772072,-5.253148,2.52,2.73,C
280.492387,-0.140098,6.633981,98880.017694,77.221342,6.457058,-5.580883,2.73,2.79,C
280.243003,-0.119228,5.825808,98824.013029,65.524949,4.946308,-5.865917,2.79,2.31,C
279.678921,-0.068521,6.960395,98911.633767,73.779887,3.707736,-4.807109,2.31,2.37,C
281.46087,-0.07554,6.385739,98758.001778,59.974496,5.816098,-4.799885,2.37,2.11,C
280.284517,-0.024937,6.80068,98925.716373,72.923824,3.250847,-4.208785,2.11,2.16,C
279.105195,-0.120312,6.51153,98924.39038,69.492463,0.338959,-3.060523,2.16,1.91,B
280.979674,-0.05588,7.933255,99121.265116,69.730324,0.430335,-2.218249,1.91,2.08,B
282.657799,-0.092341,7.638304,98950.640501,52.671405,5.291109,-2.36158,2.08,1.86,B
281.439502,-0.055693,10.331932,98951.61401,68.346315,2.172297,-1.949161,1.86,1.99,B
280.940056,-0.045376,9.594217,98762.93834,64.858517,0.511066,-1.877586,1.99,1.98,B
281.644405,-0.068106,13.557847,98709.483201,75.039554,-1.631398,-0.727068,1.98,1.72,B
282.178133,-0.1453,11.507641,98375.303005,71.309823,1.744162,-0.066289,1.72,1.44,A
281.592768,-0.047176,9.90015,98316.133281,77.109347,-0.84008,-2.123951,1.44,1.39,A
280.21355,0.096902,8.714071,98130.770825,76.137062,-2.271974,-1.128499,1.39,1.55,A
281.724954,0.017489,7.826122,98215.14532,78.485588,0.015229,-1.009837,1.55,2.13,C
282.451615,-0.231045,9.471064,97973.502216,71.067425,4.837572,-0.034158,2.13,1.99,B
280.515652,-0.194195,10.191478,97951.361969,86.356644,1.346993,-0.594922,1.99,2.01,B
280.712094,-0.208611,9.858016,97961.704778,76.015308,1.210744,-1.603016,2.01,1.91,B
281.024823,0.03615,8.841427,98086.624483,74.919067,1.25242,-2.981738,1.91,2.09,B
282.609535,-0.256273,6.982936,98015.368904,64.128335,6.059839,-3.948605,2.09,2.49,C
280.981642,-0.069348,7.248906,98206.194258,77.127961,4.379532,-5.071763,2.49,2.83,C
280.479536,0.104965,6.994988,98413.319517,70.164325,2.169207,-4.960756,2.83,2.81,C
282.356829,-0.022168,7.42865,98921.544188,67.3546,2.237025,-3.597807,2.81,2.54,C
284.195326,-0.139191,8.006128,99035.568217,58.389062,5.367699,-4.61418,2.54,2.25,C
280.74291,-0.015768,6.805987,99272.617994,82.978644,1.360106,-3.447843,2.25,1.82,B
279.422774,0.069297,5.276826,99333.492988,79.776925,-0.587626,-2.790025,1.82,1.89,B
282.334497,0.038007,4.842752,99529.607532,73.614875,-1.07682,-2.264859,1.89,1.94,B
287.33631,-0.084426,5.837204,99319.405222,53.845033,3.215066,-2.88856,1.94,1.82,B
282.050922,0.075242,4.973268,99333.15303,80.124507,0.263916,-2.539603,1.82,1.71,B
281.383526,0.138924,4.084408,99216.268712,76.498394,-0.476691,-3.025821,1.71,2.11,C
283.363935,0.155166,4.731391,99309.553232,74.106394,-0.668678,-3.305408,2.11,1.87,B
289.231925,0.051145,5.828504,98934.667236,55.038025,3.466382,-3.327118,1.87,2.17,C
284.759035,0.077674,6.364532,98900.215979,78.884551,1.233858,-3.110159,2.17,2.24,C
283.673908,0.146706,4.463994,98623.956276,69.184758,0.086928,-2.512736,2.24,2.31,C
284.054973,0.023822,6.247843,98571.855732,82.501922,1.178256,-2.687909,2.31,2.09,B
288.698203,-0.10074,7.106088,98310.78644,53.940781,4.991608,-2.114216,2.09,2.24,C
284.912781,0.02354,14.448895,98279.208498,79.276551,3.858583,-2.86042,2.24,1.75,B
284.260505,-0.122762,10.003159,98212.950366,74.034811,2.465768,-1.509719,1.75,1.53,A
283.747302,-0.278257,14.623927,98334.728692,89.972193,2.227975,1.359874,1.53,1.37,A
285.055975,-0.204152,12.311507,98060.787511,79.303657,3.341431,3.644109,1.37,1.63,B
282.906184,-0.076255,14.443356,97954.898957,89.707396,2.633071,3.012476,1.63,2.03,B
281.953583,-0.181059,12.844159,97840.209329,86.098295,5.396926,1.602492,2.03,3.29,D
280.546095,-0.379771,8.645428,98124.695866,80.411273,7.840314,-1.301645,3.29,3.17,D
280.449845,-0.169237,5.987887,98317.49627,65.366339,7.445245,-2.556936,3.17,4.63,E
279.435338,-0.136845,10.092528,98735.470418,76.218173,2.112468,0.121623,4.63,3.88,D
280.131481,-0.076473,11.433646,98844.571745,72.692487,0.545848,0.834544,3.88,3.39,D
281.487809,-0.020203,13.890042,99171.778189,77.536138,0.075574,0.658853,3.39,3.03,C
283.419434,-0.153315,14.60284,99084.023892,73.0732,3.502192,-0.682314,3.03,2.96,C
282.657794,0.025067,17.70152,99248.39023,76.848772,0.788083,-1.529298,2.96,2.27,C
280.021187,0.050429,14.53924,99164.479669,81.76864,-0.137472,-3.023334,2.27,2.47,C
284.09615,0.134,18.981321,99353.848468,78.964552,-0.569634,-2.248189,2.47,1.7,B
285.548539,0.074409,18.018634,99162.263014,71.404571,3.654033,-4.288506,1.7,1.8,B
283.867775,0.050824,20.36112,99207.663601,85.983789,0.732023,-3.824462,1.8,1.48,A
282.105282,0.131372,16.264287,99118.328274,83.457072,0.039199,-4.034071,1.48,1.29,A
285.213104,0.119048,16.020608,99138.677168,83.457932,-0.052594,-4.84967,1.29,1.45,A
289.348733,-0.070086,13.803585,98838.954315,70.249504,3.758637,-5.243698,1.45,1.94,B
284.971569,0.014315,15.061126,98938.737408,93.539322,2.232315,-4.790809,1.94,1.51,A
283.200738,0.12658,13.954959,98753.065614,94.064413,-0.175808,-4.464401,1.51,1.6,B
286.763305,0.080988,14.979856,98905.098979,85.0823,1.78829,-3.749125,1.6,1.77,B
291.381889,-0.124823,12.864634,98706.305418,64.698742,4.688662,-3.589504,1.77,1.76,B
286.610904,-0.002037,15.914713,98813.135437,86.099819,3.105977,-3.896944,1.76,2.0,B
284.886569,0.046442,12.576332,98702.933127,87.733908,1.484224,-3.008832,2.0,2.38,C
287.709382,-0.048719,15.323647,98807.060595,83.173627,2.641718,-3.742732,2.38,2.02,B
290.252446,-0.139127,16.004478,98564.525166,74.393391,3.376341,-3.613611,2.02,1.9,B
285.7994,0.072814,14.753335,98581.581529,92.563352,2.000189,-3.21804,1.9,1.8,B
283.122774,0.109305,12.976207,98574.077255,95.689568,1.073177,-3.418268,1.8,2.12,C
287.44496,0.062877,16.548175,98829.564333,82.464113,2.627774,-3.171942,2.12,1.88,B
291.425321,-0.105339,15.703002,98696.882319,66.184781,5.832545,-4.196816,1.88,1.76,B
285.985644,0.09188,15.644764,98802.214655,91.859125,3.308794,-4.384499,1.76,1.6,B
284.770148,0.049492,11.722829,98726.340552,88.123047,0.65296,-3.851392,1.6,1.34,A
286.626402,-0.056025,10.343895,98786.373669,86.873691,1.673432,-3.133154,1.34,1.64,B
291.553951,-0.179387,8.496285,98637.486252,65.440585,4.671927,-4.588656,1.64,1.57,A
284.213721,0.022612,7.285877,98632.53293,92.887833,2.1648,-3.721131,1.57,1.73,B
282.646102,0.07366,7.160602,98516.832442,92.879549,-0.235075,-2.813806,1.73,1.32,A
286.933857,0.160909,7.824333,98604.421135,81.909096,0.039978,-2.299574,1.32,1.41,A
293.810105,0.022441,8.553703,98388.734745,58.119115,2.33742,-2.29753,1.41,1.38,A
289.182763,0.025094,9.801982,98445.133021,74.246742,0.906657,-1.949697,1.38,1.28,A
